dataset,split,fold,kc_id,train_freq,log_train_freq,n_train_learners,n_train_items,train_correct_rate,difficulty_proxy,median_sequence_position_train
xes3g5m,learner_based,0,29,3954,8.282735880201754,1386,21,0.7971674253920081,0.20283257460799187,0.31899641577060933
xes3g5m,learner_based,0,30,14188,9.560222295507314,5023,36,0.8297152523259093,0.17028474767409074,0.07950799011947371
xes3g5m,learner_based,0,31,5240,8.564267598802166,3278,14,0.8604961832061069,0.13950381679389312,0.17596536640508528
xes3g5m,learner_based,0,32,44876,10.71168069304257,8771,67,0.8046394509314556,0.1953605490685444,0.4352054593692215
xes3g5m,learner_based,0,33,41847,10.641799285050446,8405,76,0.7834492317250938,0.21655076827490616,0.4006734006734007
xes3g5m,learner_based,0,34,51780,10.854778565594904,11332,64,0.8310737736577829,0.1689262263422171,0.19636363636363635
xes3g5m,learner_based,0,35,12824,9.45915167003897,4221,22,0.7977230193387399,0.2022769806612601,0.3533592464989883
xes3g5m,learner_based,0,36,12216,9.41058370340406,6595,24,0.7985428945645056,0.20145710543549444,0.29555653058375386
xes3g5m,learner_based,0,37,11905,9.384797753713336,3959,28,0.8084838303233935,0.19151616967660645,0.3724696356275304
xes3g5m,learner_based,0,38,8199,9.011889433252344,3819,26,0.8579095011586779,0.14209049884132208,0.3333333333333333
xes3g5m,learner_based,0,39,9617,9.171391621837609,4377,29,0.7904752001663721,0.20952479983362793,0.3246753246753247
xes3g5m,learner_based,0,40,5705,8.649273531773446,2974,14,0.7740578439964944,0.22594215600350565,0.41935483870967744
xes3g5m,learner_based,0,41,31759,10.365962915361072,9117,61,0.7762838880317391,0.2237161119682609,0.5368663594470046
xes3g5m,learner_based,0,42,2553,7.845416036592485,1663,9,0.8491970231100666,0.15080297688993338,0.4771084337349398
xes3g5m,learner_based,0,43,12617,9.442879644930755,6967,21,0.7772846159942934,0.22271538400570656,0.5543478260869565
xes3g5m,learner_based,0,44,5840,8.67265729404031,5045,12,0.7746575342465754,0.22534246575342465,0.46310704598998237
xes3g5m,learner_based,0,45,371,5.918893854273146,371,1,0.9137466307277629,0.08625336927223715,0.5418326693227091
xes3g5m,learner_based,0,46,8656,9.066123521215774,3801,22,0.6706330868761553,0.3293669131238447,0.42225975975975977
xes3g5m,learner_based,0,47,2435,7.798112628829788,1494,6,0.8242299794661191,0.1757700205338809,0.4986225895316804
xes3g5m,learner_based,0,48,2011,7.60688453121963,1452,6,0.6389855793137742,0.3610144206862258,0.48286604361370716
xes3g5m,learner_based,0,49,227,5.429345628954441,227,1,0.8325991189427313,0.1674008810572687,0.5504587155963303
xes3g5m,learner_based,0,50,235,5.4638318050256105,235,2,0.8340425531914893,0.16595744680851066,0.5482954545454546
xes3g5m,learner_based,0,51,4638,8.442254104751743,4201,7,0.7912893488572661,0.2087106511427339,0.11223217466537738
xes3g5m,learner_based,0,52,1362,7.217443431696533,1207,10,0.6497797356828194,0.35022026431718056,0.44946989592452097
xes3g5m,learner_based,0,53,662,6.4967749901858625,592,3,0.729607250755287,0.270392749244713,0.4528650363245677
xes3g5m,learner_based,0,54,4528,8.418256443556213,3162,13,0.7926236749116607,0.20737632508833925,0.16937354988399073
xes3g5m,learner_based,0,55,83840,11.336677426964654,11671,106,0.8036498091603054,0.19635019083969463,0.19411764705882353
xes3g5m,learner_based,0,56,48306,10.785331756675916,10105,88,0.8002732579803751,0.19972674201962493,0.5394974174640954
xes3g5m,learner_based,0,57,60464,11.009819964219377,10777,123,0.7562847314104261,0.24371526858957393,0.4336569579288026
xes3g5m,learner_based,0,58,17967,9.796347676978224,8848,20,0.8095953692881394,0.19040463071186065,0.5406360424028268
xes3g5m,learner_based,0,59,8750,9.076923258535832,5045,35,0.8165714285714286,0.18342857142857139,0.5601120448179272
xes3g5m,learner_based,0,60,1864,7.5310163320779155,1785,7,0.9340128755364807,0.06598712446351929,0.5626581024871962
xes3g5m,learner_based,0,61,7009,8.855092980028635,4771,30,0.761449564845199,0.238550435154801,0.5533498759305211
xes3g5m,learner_based,0,62,16085,9.685704607464015,8173,31,0.8177805408765931,0.18221945912340687,0.1213235294117647
xes3g5m,learner_based,0,63,4894,8.49596955496461,4300,7,0.9013077237433592,0.09869227625664079,0.5348396355743417
xes3g5m,learner_based,0,64,24463,10.104957928168844,4587,38,0.8868495278583984,0.11315047214160157,0.6622222222222223
xes3g5m,learner_based,0,65,30450,10.323874113321294,8548,68,0.8008866995073891,0.1991133004926109,0.5
xes3g5m,learner_based,0,66,16295,9.698674957906642,8098,15,0.8432034366370053,0.15679656336299475,0.7142857142857143
xes3g5m,learner_based,0,67,19048,9.854769885738698,7054,63,0.8373057538849223,0.16269424611507766,0.5295743904108547
xes3g5m,learner_based,0,68,7246,8.888342869109282,2684,17,0.9590118686171681,0.04098813138283186,0.436025866470021
xes3g5m,learner_based,0,69,9072,9.11305824916963,3492,30,0.7847222222222222,0.2152777777777778,0.563479018915213
xes3g5m,learner_based,0,70,186,5.231108616854587,186,2,0.9731182795698925,0.026881720430107503,0.6432042072369047
xes3g5m,learner_based,0,71,2786,7.932721027481948,2442,3,0.7803302225412778,0.21966977745872218,0.7546520685476892
xes3g5m,learner_based,0,72,3760,8.232440158470336,3088,8,0.848404255319149,0.15159574468085102,0.5869967670029199
xes3g5m,learner_based,0,73,54222,10.900860451658483,10024,101,0.8356386706502895,0.16436132934971048,0.7536534446764092
xes3g5m,learner_based,0,74,5299,8.575462099540212,4877,8,0.5631251179467824,0.43687488205321756,0.421455938697318
xes3g5m,learner_based,0,75,307,5.730099782973574,305,3,0.9446254071661238,0.055374592833876246,0.6549019607843137
xes3g5m,learner_based,0,76,19408,9.873492155000728,7233,19,0.8658285243198681,0.13417147568013188,0.43191075420150676
xes3g5m,learner_based,0,77,18625,9.832313733081604,6976,24,0.8176107382550336,0.1823892617449664,0.41950113378684806
xes3g5m,learner_based,0,78,97596,11.488602034223852,10302,140,0.812195171933276,0.18780482806672405,0.5214723926380368
xes3g5m,learner_based,0,79,1245,7.1276936993473985,939,8,0.8240963855421687,0.17590361445783131,0.6936936936936937
xes3g5m,learner_based,0,80,2637,7.87777633327726,1701,11,0.8373151308304891,0.16268486916951086,0.6706948640483383
xes3g5m,learner_based,0,81,43085,10.670953397338373,9555,59,0.8116513867935476,0.18834861320645235,0.48261758691206547
xes3g5m,learner_based,0,82,7970,8.983565234427923,2805,40,0.7623588456712672,0.23764115432873278,0.6931038482471872
xes3g5m,learner_based,0,83,3777,8.236950048061455,1672,19,0.6531638866825523,0.3468361133174477,0.6179104477611941
xes3g5m,learner_based,0,84,1950,7.576097340623111,1640,6,0.8343589743589743,0.16564102564102567,0.6862856766322765
xes3g5m,learner_based,0,85,1590,7.372118028337787,820,10,0.6553459119496855,0.3446540880503145,0.6945700245700246
xes3g5m,learner_based,0,86,7861,8.969796305981806,2396,28,0.723953695458593,0.276046304541407,0.671604938271605
xes3g5m,learner_based,0,87,7238,8.88723835429314,5488,9,0.7105554020447638,0.28944459795523625,0.9330906170173545
xes3g5m,learner_based,0,88,35167,10.467891857203348,9360,52,0.8080018198879632,0.19199818011203684,0.92914653784219
xes3g5m,learner_based,0,89,813,6.70196036600254,642,2,0.7047970479704797,0.2952029520295203,0.8345864661654135
xes3g5m,learner_based,0,90,122,4.812184355372417,121,1,0.5327868852459017,0.4672131147540983,0.7205818732424832
xes3g5m,learner_based,0,91,26482,10.184258296685131,7890,21,0.7614983762555698,0.23850162374443018,0.8989041013631178
xes3g5m,learner_based,0,92,5250,8.566173813637858,2611,28,0.8262857142857143,0.1737142857142857,0.7309678416821274
xes3g5m,learner_based,0,93,3338,8.113426639943654,2419,9,0.7273816656680647,0.2726183343319353,0.75
xes3g5m,learner_based,0,94,896,6.799055862058796,894,3,0.9408482142857143,0.0591517857142857,0.7481239700135517
xes3g5m,learner_based,0,95,1217,7.1049654482698426,1215,1,0.9597370583401807,0.04026294165981925,0.7272727272727273
xes3g5m,learner_based,0,96,2892,7.970049304976135,2348,6,0.8938450899031812,0.10615491009681877,0.7567308687998343
xes3g5m,learner_based,0,97,1375,7.226936018493289,1121,3,0.8967272727272727,0.1032727272727273,0.7566037735849057
xes3g5m,learner_based,0,98,5311,8.57772369115627,2430,14,0.7765016004518923,0.22349839954810768,0.7382198952879581
xes3g5m,learner_based,0,99,10860,9.292933670280036,3363,21,0.7831491712707183,0.21685082872928174,0.8053108974358975
xes3g5m,learner_based,0,100,2031,7.616775808698373,1102,18,0.7552929591334318,0.24470704086656825,0.7873417721518987
xes3g5m,learner_based,0,101,7186,8.880029117468442,3511,15,0.7115224046757584,0.28847759532424155,0.7905271872663178
xes3g5m,learner_based,0,102,24291,10.097902357017466,4213,39,0.8146226997653452,0.18537730023465482,0.6286701208981001
xes3g5m,learner_based,0,103,1778,7.483806687665835,1081,12,0.7671541057367829,0.2328458942632171,0.7554294228625332
xes3g5m,learner_based,0,104,32065,10.375551557748782,4139,51,0.8196475908311243,0.18035240916887574,0.7914572864321608
xes3g5m,learner_based,0,105,2405,7.785720896534624,1728,9,0.7226611226611227,0.2773388773388773,0.8076923076923077
xes3g5m,learner_based,0,106,27954,10.238351353460745,9352,36,0.9090291192673678,0.09097088073263215,0.7063063063063063
xes3g5m,learner_based,0,107,3527,8.168486417126681,1965,13,0.7280975333144315,0.2719024666855685,0.787746170678337
xes3g5m,learner_based,0,108,34327,10.44371662667136,10259,29,0.8173158155387887,0.18268418446121126,0.20446096654275092
xes3g5m,learner_based,0,109,31486,10.3573300412176,7967,17,0.796068093755955,0.203931906244045,0.16782412989309542
xes3g5m,learner_based,0,110,755,6.628041376179533,646,4,0.8516556291390729,0.1483443708609271,0.8753709198813057
xes3g5m,learner_based,0,111,1026,6.934397209928558,1000,3,0.8235867446393762,0.1764132553606238,0.4008967928256574
xes3g5m,learner_based,0,112,14011,9.547669384317377,4058,41,0.7660409678110056,0.2339590321889944,0.8251192368839427
xes3g5m,learner_based,0,113,806,6.693323668269949,728,2,0.9230769230769231,0.07692307692307687,0.8492527615334633
xes3g5m,learner_based,0,114,11081,9.313077449427295,3949,18,0.7480371807598593,0.25196281924014075,0.8257575757575758
xes3g5m,learner_based,0,115,3997,8.293549515060345,2378,7,0.7348011008256192,0.2651988991743808,0.8210735586481114
xes3g5m,learner_based,0,116,3065,8.028129059431759,2220,7,0.6740619902120718,0.3259380097879282,0.8055077452667814
xes3g5m,learner_based,0,117,6937,8.844768827529695,4075,33,0.7955888712700014,0.20441112872999856,0.3439306358381503
xes3g5m,learner_based,0,118,5697,8.647870515057853,2840,16,0.6987888362295945,0.30121116377040547,0.8457446808510638
xes3g5m,learner_based,0,119,8738,9.075551045627543,5464,13,0.8117418173495079,0.1882581826504921,0.10338167758799077
xes3g5m,learner_based,0,120,1588,7.370860166536716,1122,8,0.7840050377833753,0.21599496221662473,0.8361590038314176
xes3g5m,learner_based,0,121,13254,9.492130118723125,7666,22,0.828881846989588,0.171118153010412,0.26645252433591815
xes3g5m,learner_based,0,122,1576,7.3632795869630385,1126,6,0.8153553299492385,0.18464467005076146,0.8846153846153846
xes3g5m,learner_based,0,123,19408,9.873492155000728,3116,25,0.7469084913437758,0.2530915086562242,0.8625429553264605
xes3g5m,learner_based,0,124,13987,9.545955098183267,2755,20,0.7288196182169157,0.27118038178308435,0.8630705394190872
xes3g5m,learner_based,0,125,2440,7.80016307039296,2041,4,0.5856557377049181,0.4143442622950819,0.8857505438723713
xes3g5m,learner_based,0,126,1478,7.2991214627108,1426,3,0.4580514208389716,0.5419485791610283,0.8914367646404548
xes3g5m,learner_based,0,127,9648,9.174609562020384,3519,21,0.7399461028192371,0.2600538971807629,0.8865979381443299
xes3g5m,learner_based,0,128,5727,8.653121708640482,3185,16,0.643443338571678,0.356556661428322,0.8910675381263616
xes3g5m,learner_based,0,129,1256,7.136483208590247,853,3,0.839968152866242,0.16003184713375795,0.8950592349680306
xes3g5m,learner_based,0,130,4869,8.490849216076635,3093,5,0.7081536249743273,0.2918463750256727,0.9155172413793103
xes3g5m,learner_based,0,131,10297,9.239704980606087,2674,12,0.8365543362144314,0.16344566378556857,0.9431524547803618
xes3g5m,learner_based,0,132,13713,9.52617248784431,7001,33,0.7361627652592431,0.26383723474075693,0.5364963503649635
xes3g5m,learner_based,0,133,7604,8.936561204693394,4610,19,0.7769594950026302,0.22304050499736983,0.6454849498327759
xes3g5m,learner_based,0,134,8664,9.067047202149707,4620,18,0.7484995383194829,0.2515004616805171,0.89535944730496
xes3g5m,learner_based,0,135,14311,9.568853625188556,4864,24,0.79756830410174,0.20243169589826004,0.9226594301221167
xes3g5m,learner_based,0,136,387,5.961005339623274,259,5,0.7338501291989664,0.2661498708010336,0.9564356435643564
xes3g5m,learner_based,0,137,2127,7.662937850461535,943,5,0.8707099200752233,0.1292900799247767,0.9781021897810219
xes3g5m,learner_based,0,138,65152,11.084493629075336,11212,108,0.7788095530451866,0.22119044695481338,0.7112235651474736
xes3g5m,learner_based,0,139,21267,9.964958874624228,9359,44,0.8377298161470823,0.1622701838529177,0.17549668874172186
xes3g5m,learner_based,0,140,34870,10.459410817205152,10079,52,0.7742472039002007,0.22575279609979926,0.7569145771355716
xes3g5m,learner_based,0,141,4260,8.357259153499912,3964,9,0.7161971830985916,0.2838028169014084,0.05657569631626236
xes3g5m,learner_based,0,142,14674,9.593900644696298,6379,35,0.7441052201172141,0.25589477988278586,0.04299534769079089
xes3g5m,learner_based,0,143,4137,8.327967858305488,3755,1,0.9668842156151801,0.03311578438481988,0.030303030303030304
xes3g5m,learner_based,0,144,8509,9.04899722156742,4805,13,0.692090727465037,0.30790927253496303,0.046218487394957986
xes3g5m,learner_based,0,145,8288,9.022684613591526,4351,30,0.6871380308880309,0.31286196911196906,0.06042884990253411
xes3g5m,learner_based,0,146,8839,9.08704215563169,4945,44,0.7841384772033035,0.21586152279669646,0.07458563535911603
xes3g5m,learner_based,0,147,14687,9.594786112860271,6296,22,0.7910396949683394,0.20896030503166063,0.5679702048417132
xes3g5m,learner_based,0,148,11874,9.382190628902842,4996,37,0.8020885969344786,0.19791140306552135,0.10269154462308497
xes3g5m,learner_based,0,149,6016,8.702344075220351,2884,40,0.7308843085106383,0.26911569148936165,0.1747604611123587
xes3g5m,learner_based,0,150,5858,8.675734219544788,3922,14,0.606691703653124,0.39330829634687603,0.12772733960516863
xes3g5m,learner_based,0,151,2339,7.757906208351747,2101,5,0.55622060709705,0.44377939290295,0.09606986899563319
xes3g5m,learner_based,0,152,5544,8.620651899784468,3978,14,0.7599206349206349,0.24007936507936511,0.1277315414875958
xes3g5m,learner_based,0,153,4099,8.318742252692399,3678,6,0.632837277384728,0.36716272261527205,0.10276679841897234
xes3g5m,learner_based,0,154,7761,8.956995311928852,4313,19,0.8239917536399949,0.17600824636000512,0.1384083044982699
xes3g5m,learner_based,0,155,73913,11.210657534190029,10233,100,0.7292357230798371,0.2707642769201629,0.0975609756097561
xes3g5m,learner_based,0,156,3662,8.206037762778815,3640,3,0.7463134898962316,0.2536865101037684,0.1123441588425427
xes3g5m,learner_based,0,157,20870,9.94611591459175,8617,27,0.73310972688069,0.26689027311931,0.44684175531914894
xes3g5m,learner_based,0,158,2466,7.810758116529357,2454,2,0.7388483373884833,0.2611516626115167,0.12641218942450627
xes3g5m,learner_based,0,159,2038,7.620214770574455,2023,3,0.9018645731108931,0.09813542688910692,0.16453654552878727
xes3g5m,learner_based,0,160,9070,9.112837790614945,6097,9,0.8682469680264608,0.13175303197353916,0.15351787144209073
xes3g5m,learner_based,0,161,12619,9.443038136095204,5996,7,0.6468024407639275,0.35319755923607254,0.18803418803418803
xes3g5m,learner_based,0,162,21348,9.968760179152325,9527,35,0.7600712010492786,0.2399287989507214,0.28053551961531
xes3g5m,learner_based,0,163,5587,8.628376720376853,4276,5,0.5573653123321998,0.44263468766780023,0.21544715447154472
xes3g5m,learner_based,0,164,16709,9.72376262158944,5536,24,0.8341013824884793,0.16589861751152069,0.2111801242236025
xes3g5m,learner_based,0,165,19437,9.874985192063416,8972,34,0.8069146473221176,0.1930853526778824,0.2810810810810811
xes3g5m,learner_based,0,166,60567,11.011521979783142,10474,90,0.792246602935592,0.20775339706440799,0.39792387543252594
xes3g5m,learner_based,0,167,10560,9.264923249746474,7567,16,0.7950757575757575,0.20492424242424245,0.4124884535240918
xes3g5m,learner_based,0,168,32159,10.378478723292902,10177,56,0.7810566248950527,0.21894337510494732,0.3176470588235294
xes3g5m,learner_based,0,169,13624,9.519661619531444,6882,14,0.7813417498532003,0.21865825014679974,0.31981019151846785
xes3g5m,learner_based,0,170,29397,10.288681923801933,10674,50,0.7605197809300269,0.23948021906997308,0.5248447204968945
xes3g5m,learner_based,0,171,5073,8.531884740159228,4353,2,0.7421643997634536,0.2578356002365464,0.284375
xes3g5m,learner_based,0,172,19164,9.860840977814656,8123,35,0.7083594239198497,0.29164057608015026,0.2402869738241449
xes3g5m,learner_based,0,173,6906,8.840290669088972,5537,17,0.7056183029249927,0.2943816970750073,0.3917666996186979
xes3g5m,learner_based,0,174,7877,8.971829343530851,5776,18,0.807160086327282,0.19283991367271802,0.3921875
xes3g5m,learner_based,0,175,8485,9.04617302576227,3745,14,0.8373600471420153,0.16263995285798472,0.3310344827586207
xes3g5m,learner_based,0,176,11362,9.338117741918008,6520,5,0.6737370181306108,0.3262629818693892,0.7398511316194243
xes3g5m,learner_based,0,177,30867,10.337475327577494,8492,57,0.8005313117568925,0.19946868824310748,0.3627450980392157
xes3g5m,learner_based,0,178,5873,8.678291111758565,4955,2,0.7755831772518305,0.22441682274816954,0.31363636363636366
xes3g5m,learner_based,0,179,35623,10.480774847001538,10039,47,0.7636639249922803,0.2363360750077197,0.32950191570881227
xes3g5m,learner_based,0,180,38368,10.555005120873751,8277,56,0.7822925354462051,0.21770746455379486,0.7938853403957002
xes3g5m,learner_based,0,181,5729,8.653470809708786,4572,6,0.6072613021469715,0.3927386978530285,0.3567567567567568
xes3g5m,learner_based,0,182,7662,8.944158830970403,5208,14,0.7393630905768729,0.2606369094231271,0.3677407997628136
xes3g5m,learner_based,0,183,37484,10.531696131937162,7238,58,0.7874026251200512,0.2125973748799488,0.39248790497837505
xes3g5m,learner_based,0,184,6179,8.729073550451737,4579,9,0.7737497977018936,0.22625020229810644,0.33559322033898303
xes3g5m,learner_based,0,185,4299,8.366370301681654,3235,2,0.7769248662479646,0.22307513375203536,0.4125560538116592
xes3g5m,learner_based,0,186,1767,7.477604243197589,1765,1,0.7311827956989247,0.26881720430107525,0.4257095158597663
xes3g5m,learner_based,0,187,23444,10.062412531523687,9216,40,0.8206790650059717,0.17932093499402835,0.38699690402476783
xes3g5m,learner_based,0,188,31497,10.357679330734525,10060,62,0.8141727783598438,0.1858272216401562,0.33969465648854963
xes3g5m,learner_based,0,189,8719,9.073374516903025,6430,19,0.9073288221126276,0.09267117788737245,0.6220238095238095
xes3g5m,learner_based,0,190,2613,7.868636894184167,1860,5,0.7933409873708381,0.20665901262916186,0.4940239043824701
xes3g5m,learner_based,0,191,3865,8.259975659768276,3798,2,0.9435963777490297,0.05640362225097029,0.528604118993135
xes3g5m,learner_based,0,192,24277,10.097325869457748,6205,24,0.9279976932899452,0.07200230671005481,0.5441441441441441
xes3g5m,learner_based,0,193,9039,9.109414453386222,5316,3,0.9132647416749641,0.08673525832503592,0.5135135135135135
xes3g5m,learner_based,0,194,7653,8.942983665985647,4737,4,0.8157585260682085,0.18424147393179147,0.5107632093933464
xes3g5m,learner_based,0,195,5564,8.624252263709645,4288,6,0.9656721782890008,0.03432782171099924,0.5231697854448996
xes3g5m,learner_based,0,196,5326,8.580543506917,3911,10,0.8128051070221555,0.18719489297784453,0.5450900032144005
xes3g5m,learner_based,0,197,3154,8.056743774975313,3123,4,0.5047558655675333,0.49524413443246673,0.5293369256099386
xes3g5m,learner_based,0,198,31245,10.349646646971848,6163,54,0.8399423907825252,0.1600576092174748,0.5452830188679245
xes3g5m,learner_based,0,199,8702,9.071423072789514,5026,12,0.841990347046656,0.15800965295334402,0.5357142857142857
xes3g5m,learner_based,0,200,21194,9.961520583786738,7540,41,0.8453335849768803,0.15466641502311973,0.5444212874250207
xes3g5m,learner_based,0,201,3493,8.158802490694002,2773,1,0.7955911823647295,0.20440881763527052,0.5786350148367952
xes3g5m,learner_based,0,202,7544,8.928640371201949,3924,13,0.8569724284199364,0.14302757158006363,0.5636100893326327
xes3g5m,learner_based,0,203,16221,9.69412362463029,7943,43,0.786449664015782,0.21355033598421802,0.30684931506849317
xes3g5m,learner_based,0,204,33767,10.427268887462334,9602,25,0.8682737584031747,0.13172624159682533,0.6282051282051282
xes3g5m,learner_based,0,205,11378,9.339524830357009,6883,13,0.85867463526103,0.14132536473896995,0.6686686867229397
xes3g5m,learner_based,0,206,36781,10.512763874058926,7555,49,0.8302928142247356,0.16970718577526445,0.6701940035273368
xes3g5m,learner_based,0,207,13524,9.512295103714683,6826,14,0.8531499556344276,0.14685004436557236,0.6730539746649532
xes3g5m,learner_based,0,208,62770,11.047248462361992,10531,102,0.7884180340927195,0.2115819659072805,0.6610169491525424
xes3g5m,learner_based,0,209,11308,9.333354147871328,7358,14,0.7316059426954369,0.2683940573045631,0.7030927835051546
xes3g5m,learner_based,0,210,4749,8.465899897028686,4075,6,0.7980627500526427,0.2019372499473573,0.6838487972508591
xes3g5m,learner_based,0,211,6179,8.729073550451737,5398,5,0.8731186276096455,0.12688137239035446,0.6731391585760518
xes3g5m,learner_based,0,212,14502,9.58211080356025,7285,24,0.7554130464763481,0.2445869535236519,0.6915993811854959
xes3g5m,learner_based,0,213,24151,10.092122471386675,9145,43,0.6716078009192166,0.32839219908078343,0.6937984496124031
xes3g5m,learner_based,0,214,36404,10.502461406828811,9385,81,0.712531589935172,0.28746841006482804,0.7096774193548387
xes3g5m,learner_based,0,215,1767,7.477604243197589,1767,1,0.8947368421052632,0.10526315789473684,0.6912521440823327
xes3g5m,learner_based,0,216,3733,8.225235324101668,2607,8,0.663273506563086,0.33672649343691397,0.027559055118110236
xes3g5m,learner_based,0,217,5775,8.661466680572662,4046,5,0.6862337662337662,0.3137662337662338,0.723404255319149
xes3g5m,learner_based,0,218,5536,8.619208116822968,4630,5,0.6557080924855492,0.3442919075144508,0.7382863952831964
xes3g5m,learner_based,0,219,3525,8.167919362957816,2863,3,0.6635460992907801,0.3364539007092199,0.7377049180327869
xes3g5m,learner_based,0,220,20542,9.930275529292512,7553,27,0.8544932333755233,0.1455067666244767,0.7507936827889257
xes3g5m,learner_based,0,221,7673,8.945593270806897,5834,19,0.7436465528476476,0.2563534471523524,0.7237163814180929
xes3g5m,learner_based,0,222,25531,10.147687846375948,6672,27,0.8399592652070033,0.16004073479299674,0.8685897435897436
xes3g5m,learner_based,0,223,14760,9.599743846536997,6735,13,0.9136856368563686,0.08631436314363139,0.8779281751112737
xes3g5m,learner_based,0,224,4684,8.452121194672523,3985,3,0.8834329632792485,0.11656703672075153,0.8758542850470927
xes3g5m,learner_based,0,225,9401,9.148677711584076,4962,4,0.7590681842357196,0.24093181576428035,0.9526813880126183
xes3g5m,learner_based,0,226,5290,8.57376254290413,3972,3,0.8546313799621928,0.14536862003780715,0.9602914156493472
xes3g5m,learner_based,0,227,14549,9.585346272599638,7112,17,0.899099594473847,0.10090040552615298,0.9407114624505929
xes3g5m,learner_based,0,228,5550,8.621733370690162,2825,11,0.6365765765765766,0.3634234234234234,0.02354006820119352
xes3g5m,learner_based,0,229,12150,9.405166749908611,2236,35,0.5745679012345679,0.4254320987654321,0.05555555555555555
xes3g5m,learner_based,0,230,3163,8.059592328887545,1467,11,0.7337970281378439,0.26620297186215613,0.06626506024096386
xes3g5m,learner_based,0,231,13249,9.491752831414368,6276,30,0.7727375650992527,0.22726243490074727,0.06423982869379015
xes3g5m,learner_based,0,232,28123,10.244378583319053,6914,77,0.7095615688226719,0.29043843117732815,0.07112970711297072
xes3g5m,learner_based,0,233,7526,8.926251835034533,2229,12,0.8600850385330853,0.13991496146691473,0.08313248813803437
xes3g5m,learner_based,0,234,7852,8.968650903374874,2466,19,0.8369842078451349,0.16301579215486506,0.0839100967525625
xes3g5m,learner_based,0,235,9322,9.140239744296693,4028,12,0.8524994636344132,0.1475005363655868,0.0967741935483871
