dataset,split,fold,kc_id,train_freq,valid_freq,test_freq,bucket
assist2012,learner_based,0,174.0,29,0,5,sparse
assist2012,learner_based,0,177.0,2,0,1,very_sparse
assist2012,learner_based,0,178.0,4,0,0,very_sparse
assist2012,learner_based,0,181.0,1175,169,262,dense
assist2012,learner_based,0,184.0,46,4,7,sparse
assist2012,learner_based,0,186.0,476,63,114,medium
assist2012,learner_based,0,192.0,503,41,104,dense
assist2012,learner_based,0,196.0,161,44,41,medium
assist2012,learner_based,0,197.0,85,9,18,sparse
assist2012,learner_based,0,198.0,109,17,21,medium
assist2012,learner_based,0,202.0,541,82,86,dense
assist2012,learner_based,0,203.0,768,67,183,dense
assist2012,learner_based,0,204.0,518,60,84,dense
assist2012,learner_based,0,206.0,243,22,62,medium
assist2012,learner_based,0,209.0,10,4,0,very_sparse
assist2012,learner_based,0,212.0,158,23,36,medium
assist2012,learner_based,0,213.0,214,24,60,medium
assist2012,learner_based,0,214.0,162,30,32,medium
assist2012,learner_based,0,216.0,76,13,20,sparse
assist2012,learner_based,0,217.0,1487,158,415,dense
assist2012,learner_based,0,218.0,37,11,11,sparse
assist2012,learner_based,0,220.0,21,2,4,sparse
assist2012,learner_based,0,222.0,363,65,119,medium
assist2012,learner_based,0,223.0,169,40,51,medium
assist2012,learner_based,0,224.0,267,51,70,medium
assist2012,learner_based,0,226.0,156,44,33,medium
assist2012,learner_based,0,230.0,270,0,42,medium
assist2012,learner_based,0,231.0,346,50,99,medium
assist2012,learner_based,0,233.0,224,37,57,medium
assist2012,learner_based,0,238.0,278,29,132,medium
assist2012,learner_based,0,240.0,1231,161,355,dense
assist2012,learner_based,0,276.0,49246,6663,13938,dense
assist2012,learner_based,0,277.0,103982,14931,29334,dense
assist2012,learner_based,0,278.0,38286,5275,10950,dense
assist2012,learner_based,0,279.0,57724,8255,15819,dense
assist2012,learner_based,0,280.0,101027,14070,28760,dense
assist2012,learner_based,0,281.0,3589,532,980,dense
assist2012,learner_based,0,282.0,4103,576,1356,dense
assist2012,learner_based,0,283.0,8166,881,2270,dense
assist2012,learner_based,0,284.0,1640,228,431,dense
assist2012,learner_based,0,287.0,1770,101,422,dense
assist2012,learner_based,0,288.0,1205,180,304,dense
assist2012,learner_based,0,289.0,108,16,34,medium
assist2012,learner_based,0,290.0,1127,142,307,dense
assist2012,learner_based,0,291.0,1,0,0,very_sparse
assist2012,learner_based,0,292.0,159,17,51,medium
assist2012,learner_based,0,293.0,914,140,320,dense
assist2012,learner_based,0,294.0,8566,1075,2552,dense
assist2012,learner_based,0,295.0,7310,920,1847,dense
assist2012,learner_based,0,296.0,10261,1363,2583,dense
assist2012,learner_based,0,297.0,10066,1244,2871,dense
assist2012,learner_based,0,298.0,14255,1917,3817,dense
assist2012,learner_based,0,299.0,6677,775,1850,dense
assist2012,learner_based,0,300.0,288,30,89,medium
assist2012,learner_based,0,301.0,17008,2025,4707,dense
assist2012,learner_based,0,302.0,2048,187,578,dense
assist2012,learner_based,0,303.0,4931,651,1638,dense
assist2012,learner_based,0,304.0,4405,581,1305,dense
assist2012,learner_based,0,305.0,3343,580,1185,dense
assist2012,learner_based,0,306.0,2542,409,759,dense
assist2012,learner_based,0,307.0,9234,1145,2668,dense
assist2012,learner_based,0,308.0,2513,319,725,dense
assist2012,learner_based,0,309.0,24091,3325,7037,dense
assist2012,learner_based,0,310.0,44595,5794,12460,dense
assist2012,learner_based,0,311.0,135036,19887,36655,dense
assist2012,learner_based,0,312.0,41918,5736,11864,dense
assist2012,learner_based,0,313.0,117,17,46,medium
assist2012,learner_based,0,314.0,8154,1050,2180,dense
assist2012,learner_based,0,315.0,2495,314,711,dense
assist2012,learner_based,0,316.0,2029,341,615,dense
assist2012,learner_based,0,317.0,8785,1163,2555,dense
assist2012,learner_based,0,318.0,476,74,116,medium
assist2012,learner_based,0,319.0,4081,697,1189,dense
assist2012,learner_based,0,320.0,34,2,9,sparse
assist2012,learner_based,0,321.0,2022,293,662,dense
assist2012,learner_based,0,322.0,15844,1859,4560,dense
assist2012,learner_based,0,323.0,6423,837,1978,dense
assist2012,learner_based,0,324.0,5430,683,1711,dense
assist2012,learner_based,0,325.0,11702,1822,3774,dense
assist2012,learner_based,0,326.0,8742,1179,2452,dense
assist2012,learner_based,0,327.0,335,50,102,medium
assist2012,learner_based,0,331.0,5990,775,1701,dense
assist2012,learner_based,0,332.0,331,52,106,medium
assist2012,learner_based,0,333.0,14819,2238,4429,dense
assist2012,learner_based,0,334.0,13484,1837,3900,dense
assist2012,learner_based,0,336.0,15244,2101,4279,dense
assist2012,learner_based,0,338.0,13032,1760,3718,dense
assist2012,learner_based,0,339.0,160,13,52,medium
assist2012,learner_based,0,340.0,24812,3524,7370,dense
assist2012,learner_based,0,343.0,316,47,90,medium
assist2012,learner_based,0,344.0,655,88,179,dense
assist2012,learner_based,0,345.0,41,8,11,sparse
assist2012,learner_based,0,346.0,15898,1826,4220,dense
assist2012,learner_based,0,348.0,5,0,1,very_sparse
assist2012,learner_based,0,350.0,11810,1466,3399,dense
assist2012,learner_based,0,354.0,1413,168,511,dense
assist2012,learner_based,0,355.0,53,7,20,sparse
assist2012,learner_based,0,356.0,1560,171,364,dense
assist2012,learner_based,0,358.0,4430,675,1385,dense
assist2012,learner_based,0,359.0,478,88,191,medium
assist2012,learner_based,0,360.0,1006,167,396,dense
assist2012,learner_based,0,361.0,26,0,0,sparse
assist2012,learner_based,0,362.0,2067,356,713,dense
assist2012,learner_based,0,363.0,4789,717,1351,dense
assist2012,learner_based,0,365.0,2591,369,704,dense
assist2012,learner_based,0,366.0,1673,188,447,dense
assist2012,learner_based,0,367.0,1752,197,463,dense
assist2012,learner_based,0,368.0,16230,2200,4922,dense
assist2012,learner_based,0,370.0,599,73,149,dense
assist2012,learner_based,0,371.0,19814,2902,5990,dense
assist2012,learner_based,0,373.0,381,63,38,medium
assist2012,learner_based,0,375.0,2147,277,644,dense
assist2012,learner_based,0,376.0,227,29,66,medium
assist2012,learner_based,0,378.0,11812,1732,3561,dense
assist2012,learner_based,0,385.0,65,9,15,sparse
assist2012,learner_based,0,386.0,52,9,15,sparse
assist2012,learner_based,0,387.0,25,5,12,sparse
assist2012,learner_based,0,388.0,288,24,66,medium
assist2012,learner_based,0,389.0,109,6,41,medium
assist2012,learner_based,0,390.0,89,12,25,sparse
assist2012,learner_based,0,391.0,455,83,178,medium
assist2012,learner_based,0,392.0,1665,207,582,dense
assist2012,learner_based,0,393.0,214,16,52,medium
assist2012,learner_based,0,523.0,1738,199,476,dense
assist2012,learner_based,0,568.0,295,48,92,medium
assist2012,learner_based,0,569.0,463,65,135,medium
assist2012,learner_based,0,570.0,477,65,136,medium
assist2012,learner_based,0,571.0,411,60,112,medium
assist2012,learner_based,0,572.0,478,66,136,medium
assist2012,learner_based,0,573.0,448,62,131,medium
assist2012,learner_based,0,574.0,457,64,130,medium
assist2012,learner_based,0,575.0,303,39,81,medium
assist2012,learner_based,0,576.0,206,34,60,medium
assist2012,learner_based,0,577.0,364,48,97,medium
assist2012,learner_based,0,578.0,367,46,98,medium
assist2012,learner_based,0,579.0,376,46,99,medium
assist2012,learner_based,0,580.0,143,29,41,medium
assist2012,learner_based,0,581.0,315,44,85,medium
assist2012,learner_based,0,582.0,361,49,103,medium
assist2012,learner_based,0,583.0,375,49,103,medium
assist2012,learner_based,0,584.0,355,49,102,medium
assist2012,learner_based,0,585.0,376,49,103,medium
assist2012,learner_based,0,586.0,123,24,40,medium
assist2012,learner_based,0,587.0,248,33,66,medium
assist2012,learner_based,0,588.0,159,34,50,medium
assist2012,learner_based,0,589.0,330,44,89,medium
assist2012,learner_based,0,590.0,328,43,85,medium
assist2012,learner_based,0,591.0,326,45,91,medium
assist2012,learner_based,0,592.0,36,9,11,sparse
assist2012,learner_based,0,593.0,38,9,11,sparse
assist2012,learner_based,0,594.0,35,9,11,sparse
assist2012,learner_based,0,595.0,37,8,14,sparse
assist2012,learner_based,0,596.0,37,9,13,sparse
assist2012,learner_based,0,597.0,40,9,13,sparse
assist2012,learner_based,0,598.0,40,8,13,sparse
assist2012,learner_based,0,599.0,22,6,9,sparse
assist2012,learner_based,0,600.0,29,7,10,sparse
assist2012,learner_based,0,601.0,32,7,11,sparse
assist2012,learner_based,0,602.0,31,8,11,sparse
assist2012,learner_based,0,603.0,26,8,10,sparse
assist2012,learner_based,0,604.0,20,8,9,sparse
assist2012,learner_based,0,605.0,25,7,10,sparse
assist2012,learner_based,0,606.0,36,8,11,sparse
assist2012,learner_based,0,607.0,33,5,11,sparse
assist2012,learner_based,0,608.0,35,8,11,sparse
assist2012,learner_based,0,609.0,28,3,10,sparse
assist2012,learner_based,0,610.0,28,3,10,sparse
assist2012,learner_based,0,611.0,1,0,2,very_sparse
assist2012,learner_based,0,612.0,25,3,10,sparse
assist2012,learner_based,0,613.0,30,4,11,sparse
assist2012,learner_based,0,614.0,30,4,11,sparse
assist2012,learner_based,0,1641.0,233,30,61,medium
assist2012,learner_based,1,1.0,6343,1109,2096,dense
assist2012,learner_based,1,2.0,450,59,95,medium
assist2012,learner_based,1,3.0,36,9,15,sparse
assist2012,learner_based,1,4.0,7902,1038,2215,dense
assist2012,learner_based,1,5.0,4518,641,1335,dense
assist2012,learner_based,1,6.0,1327,194,356,dense
assist2012,learner_based,1,7.0,487,62,95,medium
assist2012,learner_based,1,8.0,5345,785,1874,dense
assist2012,learner_based,1,9.0,641,120,188,dense
assist2012,learner_based,1,10.0,394,52,73,medium
assist2012,learner_based,1,11.0,4386,621,1204,dense
assist2012,learner_based,1,12.0,14385,2120,4243,dense
assist2012,learner_based,1,13.0,13937,1977,4000,dense
assist2012,learner_based,1,14.0,970,134,318,dense
assist2012,learner_based,1,15.0,10065,1507,3025,dense
assist2012,learner_based,1,16.0,5001,797,1471,dense
assist2012,learner_based,1,17.0,10353,1328,3139,dense
assist2012,learner_based,1,18.0,13525,1998,3756,dense
assist2012,learner_based,1,21.0,12158,1538,3507,dense
assist2012,learner_based,1,22.0,9721,1491,2837,dense
assist2012,learner_based,1,23.0,15,0,4,very_sparse
assist2012,learner_based,1,24.0,3489,600,1057,dense
assist2012,learner_based,1,25.0,18397,2688,5364,dense
assist2012,learner_based,1,26.0,4536,569,1350,dense
assist2012,learner_based,1,27.0,21779,2971,6386,dense
assist2012,learner_based,1,29.0,20,3,1,sparse
assist2012,learner_based,1,30.0,7,0,1,very_sparse
assist2012,learner_based,1,32.0,3964,583,1253,dense
assist2012,learner_based,1,33.0,550,94,170,dense
assist2012,learner_based,1,34.0,13264,1951,4226,dense
assist2012,learner_based,1,35.0,740,86,170,dense
assist2012,learner_based,1,36.0,5109,633,1189,dense
assist2012,learner_based,1,38.0,4,1,0,very_sparse
assist2012,learner_based,1,39.0,12807,1892,3844,dense
assist2012,learner_based,1,40.0,14615,1914,3843,dense
assist2012,learner_based,1,41.0,803,120,243,dense
assist2012,learner_based,1,42.0,11591,1873,3258,dense
assist2012,learner_based,1,43.0,43,2,3,sparse
assist2012,learner_based,1,45.0,3,0,1,very_sparse
assist2012,learner_based,1,46.0,9864,1677,2895,dense
assist2012,learner_based,1,47.0,66868,9756,19211,dense
assist2012,learner_based,1,48.0,19186,2815,5672,dense
assist2012,learner_based,1,49.0,21260,3013,5966,dense
assist2012,learner_based,1,50.0,15825,2245,4435,dense
assist2012,learner_based,1,51.0,13861,1861,3857,dense
assist2012,learner_based,1,52.0,183,29,47,medium
assist2012,learner_based,1,53.0,1705,254,487,dense
assist2012,learner_based,1,54.0,23579,3571,7381,dense
assist2012,learner_based,1,58.0,5076,587,1161,dense
assist2012,learner_based,1,61.0,41353,6402,11871,dense
assist2012,learner_based,1,62.0,2920,386,800,dense
assist2012,learner_based,1,63.0,2039,265,582,dense
assist2012,learner_based,1,64.0,966,167,240,dense
assist2012,learner_based,1,65.0,21029,3298,5647,dense
assist2012,learner_based,1,67.0,44047,6665,13918,dense
assist2012,learner_based,1,69.0,4173,503,1094,dense
assist2012,learner_based,1,70.0,16828,2605,4838,dense
assist2012,learner_based,1,74.0,4158,547,1117,dense
assist2012,learner_based,1,75.0,16802,2533,4998,dense
assist2012,learner_based,1,76.0,5336,849,1620,dense
assist2012,learner_based,1,77.0,18366,2634,5319,dense
assist2012,learner_based,1,78.0,5849,1047,1662,dense
assist2012,learner_based,1,79.0,39819,6143,11850,dense
assist2012,learner_based,1,80.0,6670,1047,1863,dense
assist2012,learner_based,1,81.0,15935,2387,5220,dense
assist2012,learner_based,1,82.0,14113,1889,3589,dense
assist2012,learner_based,1,83.0,31555,4882,8700,dense
assist2012,learner_based,1,84.0,9536,1360,2853,dense
assist2012,learner_based,1,85.0,8722,1362,2422,dense
assist2012,learner_based,1,86.0,31577,4543,9082,dense
assist2012,learner_based,1,88.0,782,119,206,dense
assist2012,learner_based,1,90.0,2374,304,605,dense
assist2012,learner_based,1,91.0,16428,2248,5444,dense
assist2012,learner_based,1,92.0,13593,2012,3967,dense
assist2012,learner_based,1,93.0,171,31,56,medium
assist2012,learner_based,1,94.0,20435,3336,6050,dense
assist2012,learner_based,1,95.0,14056,2184,3981,dense
assist2012,learner_based,1,96.0,4513,691,1202,dense
assist2012,learner_based,1,97.0,332,63,111,medium
assist2012,learner_based,1,98.0,622,109,200,dense
assist2012,learner_based,1,99.0,216,35,64,medium
assist2012,learner_based,1,100.0,111,23,35,medium
assist2012,learner_based,1,101.0,1875,262,574,dense
assist2012,learner_based,1,103.0,7801,937,2149,dense
assist2012,learner_based,1,104.0,339,56,111,medium
assist2012,learner_based,1,105.0,1612,242,620,dense
assist2012,learner_based,1,106.0,4814,684,1259,dense
assist2012,learner_based,1,110.0,1134,143,405,dense
assist2012,learner_based,1,163.0,438,63,151,medium
assist2012,learner_based,1,165.0,178,30,57,medium
assist2012,learner_based,1,166.0,2086,306,601,dense
assist2012,learner_based,1,172.0,24,2,19,sparse
assist2012,learner_based,1,173.0,310,60,66,medium
assist2012,learner_based,1,174.0,25,3,6,sparse
assist2012,learner_based,1,177.0,2,0,1,very_sparse
assist2012,learner_based,1,178.0,4,0,0,very_sparse
assist2012,learner_based,1,181.0,1062,172,372,dense
assist2012,learner_based,1,184.0,41,4,12,sparse
assist2012,learner_based,1,186.0,459,109,85,medium
assist2012,learner_based,1,192.0,408,69,171,medium
assist2012,learner_based,1,196.0,170,25,51,medium
assist2012,learner_based,1,197.0,76,15,21,sparse
assist2012,learner_based,1,198.0,113,14,20,medium
assist2012,learner_based,1,202.0,562,70,77,dense
assist2012,learner_based,1,203.0,695,100,223,dense
assist2012,learner_based,1,204.0,518,61,83,dense
assist2012,learner_based,1,206.0,263,27,37,medium
assist2012,learner_based,1,209.0,14,0,0,very_sparse
assist2012,learner_based,1,212.0,161,25,31,medium
assist2012,learner_based,1,213.0,205,28,65,medium
assist2012,learner_based,1,214.0,176,21,27,medium
assist2012,learner_based,1,216.0,78,10,21,sparse
assist2012,learner_based,1,217.0,1482,194,384,dense
assist2012,learner_based,1,218.0,39,11,9,sparse
assist2012,learner_based,1,220.0,15,7,5,very_sparse
assist2012,learner_based,1,222.0,367,64,116,medium
assist2012,learner_based,1,223.0,205,21,34,medium
assist2012,learner_based,1,224.0,263,29,96,medium
assist2012,learner_based,1,226.0,191,20,22,medium
assist2012,learner_based,1,230.0,184,44,84,medium
assist2012,learner_based,1,231.0,364,61,70,medium
assist2012,learner_based,1,233.0,236,34,48,medium
assist2012,learner_based,1,238.0,325,63,51,medium
assist2012,learner_based,1,240.0,1192,193,362,dense
assist2012,learner_based,1,276.0,49002,6792,14053,dense
assist2012,learner_based,1,277.0,101984,15627,30636,dense
assist2012,learner_based,1,278.0,38330,5064,11117,dense
assist2012,learner_based,1,279.0,55611,8975,17212,dense
assist2012,learner_based,1,280.0,99157,14087,30613,dense
assist2012,learner_based,1,281.0,3518,496,1087,dense
assist2012,learner_based,1,282.0,4263,633,1139,dense
assist2012,learner_based,1,283.0,7587,1160,2570,dense
assist2012,learner_based,1,284.0,1562,227,510,dense
assist2012,learner_based,1,287.0,1646,190,457,dense
assist2012,learner_based,1,288.0,1096,201,392,dense
assist2012,learner_based,1,289.0,107,13,38,medium
assist2012,learner_based,1,290.0,1109,172,295,dense
assist2012,learner_based,1,291.0,1,0,0,very_sparse
assist2012,learner_based,1,292.0,152,22,53,medium
assist2012,learner_based,1,293.0,950,127,297,dense
assist2012,learner_based,1,294.0,8387,1211,2595,dense
assist2012,learner_based,1,295.0,7105,929,2043,dense
assist2012,learner_based,1,296.0,10080,1514,2613,dense
assist2012,learner_based,1,297.0,9753,1288,3140,dense
assist2012,learner_based,1,298.0,13991,1941,4057,dense
assist2012,learner_based,1,299.0,6526,839,1937,dense
assist2012,learner_based,1,300.0,291,39,77,medium
assist2012,learner_based,1,301.0,16327,2304,5109,dense
assist2012,learner_based,1,302.0,1898,307,608,dense
assist2012,learner_based,1,303.0,4919,638,1663,dense
assist2012,learner_based,1,304.0,4201,679,1411,dense
assist2012,learner_based,1,305.0,3483,382,1243,dense
assist2012,learner_based,1,306.0,2587,401,722,dense
assist2012,learner_based,1,307.0,9120,1276,2651,dense
assist2012,learner_based,1,308.0,2523,357,677,dense
assist2012,learner_based,1,309.0,24052,3669,6732,dense
assist2012,learner_based,1,310.0,43449,6745,12655,dense
assist2012,learner_based,1,311.0,130353,20755,40470,dense
assist2012,learner_based,1,312.0,41807,5658,12053,dense
assist2012,learner_based,1,313.0,128,13,39,medium
assist2012,learner_based,1,314.0,8008,1105,2271,dense
assist2012,learner_based,1,315.0,2401,343,776,dense
assist2012,learner_based,1,316.0,2244,278,463,dense
assist2012,learner_based,1,317.0,8811,1244,2448,dense
assist2012,learner_based,1,318.0,508,52,106,dense
assist2012,learner_based,1,319.0,4339,637,991,dense
assist2012,learner_based,1,320.0,29,8,8,sparse
assist2012,learner_based,1,321.0,2058,384,535,dense
assist2012,learner_based,1,322.0,16029,1684,4550,dense
assist2012,learner_based,1,323.0,6366,904,1968,dense
assist2012,learner_based,1,324.0,5417,798,1609,dense
assist2012,learner_based,1,325.0,12378,1294,3626,dense
assist2012,learner_based,1,326.0,8757,1111,2505,dense
assist2012,learner_based,1,327.0,324,60,103,medium
assist2012,learner_based,1,331.0,6181,649,1636,dense
assist2012,learner_based,1,332.0,327,41,121,medium
assist2012,learner_based,1,333.0,15414,1732,4340,dense
assist2012,learner_based,1,334.0,13591,1766,3864,dense
assist2012,learner_based,1,336.0,15479,1895,4250,dense
assist2012,learner_based,1,338.0,12819,1778,3913,dense
assist2012,learner_based,1,339.0,192,8,25,medium
assist2012,learner_based,1,340.0,24500,3590,7616,dense
assist2012,learner_based,1,343.0,315,47,91,medium
assist2012,learner_based,1,344.0,672,95,155,dense
assist2012,learner_based,1,345.0,40,6,14,sparse
assist2012,learner_based,1,346.0,15161,2153,4630,dense
assist2012,learner_based,1,348.0,6,0,0,very_sparse
assist2012,learner_based,1,350.0,12229,1361,3085,dense
assist2012,learner_based,1,354.0,1481,235,376,dense
assist2012,learner_based,1,355.0,54,8,18,sparse
assist2012,learner_based,1,356.0,1471,190,434,dense
assist2012,learner_based,1,358.0,4539,589,1362,dense
assist2012,learner_based,1,359.0,555,63,139,dense
assist2012,learner_based,1,360.0,1160,123,286,dense
assist2012,learner_based,1,361.0,20,2,4,sparse
assist2012,learner_based,1,362.0,2301,240,595,dense
assist2012,learner_based,1,363.0,5090,568,1199,dense
assist2012,learner_based,1,365.0,2617,404,643,dense
assist2012,learner_based,1,366.0,1701,184,423,dense
assist2012,learner_based,1,367.0,1860,145,407,dense
assist2012,learner_based,1,368.0,16515,2375,4462,dense
assist2012,learner_based,1,370.0,614,87,120,dense
assist2012,learner_based,1,371.0,20478,2458,5770,dense
assist2012,learner_based,1,373.0,373,33,76,medium
assist2012,learner_based,1,375.0,2272,254,542,dense
assist2012,learner_based,1,376.0,241,20,61,medium
assist2012,learner_based,1,378.0,11960,1383,3762,dense
assist2012,learner_based,1,385.0,69,8,12,sparse
assist2012,learner_based,1,386.0,45,11,20,sparse
assist2012,learner_based,1,387.0,32,2,8,sparse
assist2012,learner_based,1,388.0,257,45,76,medium
assist2012,learner_based,1,389.0,112,15,29,medium
assist2012,learner_based,1,390.0,95,16,15,sparse
assist2012,learner_based,1,391.0,484,57,175,medium
assist2012,learner_based,1,392.0,1597,169,688,dense
assist2012,learner_based,1,393.0,198,30,54,medium
assist2012,learner_based,1,523.0,1779,194,440,dense
assist2012,learner_based,1,568.0,278,50,107,medium
assist2012,learner_based,1,569.0,459,60,144,medium
assist2012,learner_based,1,570.0,470,63,145,medium
assist2012,learner_based,1,571.0,408,53,122,medium
assist2012,learner_based,1,572.0,469,65,146,medium
assist2012,learner_based,1,573.0,442,60,139,medium
assist2012,learner_based,1,574.0,451,59,141,medium
assist2012,learner_based,1,575.0,297,36,90,medium
assist2012,learner_based,1,576.0,187,39,74,medium
assist2012,learner_based,1,577.0,356,49,104,medium
assist2012,learner_based,1,578.0,356,49,106,medium
assist2012,learner_based,1,579.0,363,50,108,medium
assist2012,learner_based,1,580.0,130,26,57,medium
assist2012,learner_based,1,581.0,315,39,90,medium
assist2012,learner_based,1,582.0,363,46,104,medium
assist2012,learner_based,1,583.0,366,51,110,medium
assist2012,learner_based,1,584.0,347,49,110,medium
assist2012,learner_based,1,585.0,365,51,112,medium
assist2012,learner_based,1,586.0,115,22,50,medium
assist2012,learner_based,1,587.0,246,29,72,medium
assist2012,learner_based,1,588.0,153,30,60,medium
assist2012,learner_based,1,589.0,321,44,98,medium
assist2012,learner_based,1,590.0,313,44,99,medium
assist2012,learner_based,1,591.0,316,44,102,medium
assist2012,learner_based,1,592.0,38,7,11,sparse
assist2012,learner_based,1,593.0,40,7,11,sparse
assist2012,learner_based,1,594.0,37,7,11,sparse
assist2012,learner_based,1,595.0,42,5,12,sparse
assist2012,learner_based,1,596.0,40,7,12,sparse
assist2012,learner_based,1,597.0,41,7,14,sparse
assist2012,learner_based,1,598.0,40,7,14,sparse
assist2012,learner_based,1,599.0,24,5,8,sparse
assist2012,learner_based,1,600.0,33,4,9,sparse
assist2012,learner_based,1,601.0,35,6,9,sparse
assist2012,learner_based,1,602.0,34,6,10,sparse
assist2012,learner_based,1,603.0,31,5,8,sparse
assist2012,learner_based,1,604.0,24,6,7,sparse
assist2012,learner_based,1,605.0,29,5,8,sparse
assist2012,learner_based,1,606.0,36,7,12,sparse
assist2012,learner_based,1,607.0,32,6,11,sparse
assist2012,learner_based,1,608.0,36,7,11,sparse
assist2012,learner_based,1,609.0,26,4,11,sparse
assist2012,learner_based,1,610.0,26,4,11,sparse
assist2012,learner_based,1,611.0,2,0,1,very_sparse
assist2012,learner_based,1,612.0,25,4,9,sparse
